813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
926,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1783,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
3996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10661,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10901,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10952,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
11071,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
11081,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
11088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11089,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
11122,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
11227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11347,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11553,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11636,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11866,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11902,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
11910,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
11962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
12186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12225,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12461,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12719,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12762,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
12775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13068,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13121,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13231,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
13298,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13300,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13630,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14115,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
14150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
